english,uzbek,part_of_speech,cefr,cefr_source,source_name,source_license,source_ref
a,amper,noun,A1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i108363
booked,buyurtirilgan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i10890
booking,mashg'ulol,noun,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i36823
bookish,kitobiy|ilm bilan band bo'lgan,adjective,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i11418
booklet,papka|risola|broshura|yaproqcha,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i70195
booklover,kitobsevar,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88554
bookshop,kitob do'koni,noun,A2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i50962
bookstall,kitob do'koni,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i50962
bookstore,kitob do'koni,noun,A1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i50962
bookworm,sinchkov|kitobsevar|kitob shinavandasi|nodir kitoblar shaydosi|o'taketgan rasmi-yatchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88643|i91928
boom,meva|na'ra|yashin|o'kirish|bo'kirish|ho'l meva|momaqaldiroq|gullab yashnash|gumburlagan qattiq ovoz|favqulodda sodir bo'lgan baxtli hodisa,noun,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i113143|i50963|i50964|i75461|i76030
boom,gullamoq|mixlamoq|yashnamoq|mix qoqmoq|kengaytirmoq|ravnaq topmoq|taraqqiy qilmoq,verb,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i23277|i28730
boomerang,bumerang,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i35792|i50965
booming,juda qattiq|rivojlangan|palma daraxti|juda qattiq ovoz|palma daraxtiga oid|momaqaldiroq singari|iqtisodiy jihatdan boy,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i12913|i7970
boon,ezgulik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i113067
boondocks,pi o'rmonning odam oyog'i yetmagan joylari,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i81736
boor,got|johil|nodon|dehqon|tarbiyasiz odam|yomon tarbiyalangan inson,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i91925
boorish,aqli noqis,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i10672
boost,oshirish|ko'tarish|reklama qilish|balandroq qilish,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i41732|i41734|i63851
boost,ruhlantirmoq|martabasini ko'tarmoq,verb,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i34468
booster,tarafdor|ixlosmand|yoqlovchi|yordamchi|erga-shuvchi|bosh qahramon,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i50966|i50967|i50968|i88644|i92291|i93452
booster amplifier,yordamchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i50968
booster dose,yordamchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i50966
booster rocket,yordamchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i50967
booster shot,yordamchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i50966
booster station,yordamchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i50968
booster unit,yordamchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i50967
boot,urish|portlash|daraxtning tanasi|oyoq bilan tepish|asabiylashgan holat,noun,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i36133|i55862|i76315
boot out,quvmoq|haydamoq|haydab yubormoq|quvib chiqarmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i29061|i33755
bootee,ayollarning issiq botinkasi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i50974
booth,katak|kioska|do'koncha|otxonadagi har bir alohida bo'lma,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i50975|i50976|i50977
bootie,ayollarning issiq botinkasi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i50974
bootjack,etik tozalovchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i50979
bootleg,qora,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i7649
bootleg,oy nuri|oy yorug'ligi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i78785
bootleg,yashirincha sotmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i29887|i32951
bootlegger,taqiqlangan narsalarni sotuvchi shaxs,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88646
bootless,yuzaki|befoyda|foydasiz|samarasiz|jiddiy emas,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i10249
bootlicking,lagan-bardor|xushomadgo'y|qullarcha bosh eguvchi,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i11990
booty,o'lja|yutuq|talonchilik|bosqinchilik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i106350
booze,spirtli ichimlik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i78781
booze,gangimoq|mast bo'lmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i27471
booze-up,qisqich|xonaki bazm|kichik ziyofat,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i38067
boozer,spirlli ichimlik|ichkilikbozlikka mubtalo bo'lgan kishi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88142
boozing,ichish|ichimlik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i39369
boozy,mast|shirakayf|namni singdiradigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i4395
borax,bura|tanakor,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i114059
bordello,fohishaxona,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i61131
border,dam|yuz|perimetr|chegarani aniqlash,noun,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i110005|i81783|i81998
border,yondashmoq|o'rab turmoq|borib taqalmoq|yopishib turmoq|alrofni o'rab olmoq|chegaradosh bo'lmoq,verb,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i29055|i29056
border district,yurish|chegaradajoylashgan viloyat,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i81785
borderland,yurish|chegaradajoylashgan viloyat,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i81785
borderline,kitob chetiga yozilgan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i8208
borderline,chegarani aniqlash,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i81783
bore,amer|kalibr|daryoning quyilish joyidagi ko'tariladigan to'lqin,noun,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i63818|i75613
bore,charchalmoq|toliqtinnoq,verb,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i30835
bore bit,parnta,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i50986
boreal,shimoliy,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i17995|i17996|i8781
boreas,qalliq shimoliy shamol,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i97966
borecole,karam|karam sho'rva,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i99669
bored,zerikayotgan,adjective,A2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i13467|i7321
boredom,totiqish|zerikish|ziq bo'lish|diqqati oshish,noun,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i76376
borer,parnta,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i45444|i50986
boring,anqov|ongsiz|bema'ni|zerikarli|juda og'ir|mashaqqatli|charchaiadigan|charchatadigan,adjective,A1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i7331
boring,parmalash|burg'ilash,noun,A1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i40261|i40359
born,tabial|tabiiy|tug'ma|tabiatga oid,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i7283|i9511
boron,bor|kirn,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i113908
borough,shahar,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i81860|i81864
borrow,qarz almoq|o'g'il qilib asrab olmoq,verb,A1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i33356|i33472
borrowing,asrab olish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i35849
bos banteng,parhez usuli bilan davolash,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i48250
bos primigenius,o'rmonda yashaydigan yovvoyi hayvon,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i48248
bos taurus,qoramol,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i48233
bos'n,bolsman,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88610
boselaphus tragocamelus,kiyiklar|anlilopalar,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i48380
bosh,aldash|safsata|uydirma|yolg'on|bema'ni gap|yolg'on gap|firib berish|yolg'on-yashiq,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i71208
bosk,kichkina o'rmon,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i81467
bosky,cho'tkagao'xshagan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i14278
bosom,ko'ks|laqma|siyna|ko'krak|soddadil odam|eshik bolg'achasi|eshikni taqillaladigan odam,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i66106
bosomy,to'plangan|sezgiga oid|g'aramlangan|bir joyga lo'plab qo'yilgan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i11716
boss,usta|rahbar|boshliq|xo'jayin|hoy qizim|mutaxassis|so'zi qizim,noun,A2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i55436|i88653|i90041|i90042|i91879
bossy,qal'iy|shikoyatga|bo'rtib chiqqan|norozilik arizasiga yo'l qoldirmaydigan,adjective,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i4339
bosun,bolsman,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88610
botanic,botanik,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i14921
botanical,botanik,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i14921
botanist,botanik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88655
botany,botanika|o'simliklar,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i68597|i81457
botch,yamoq|yomon ish|qo'pol xato,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i35801
botch,tili gapga kelmay qolmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i34345
botch up,tili gapga kelmay qolmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i34345
botcher,qassob|yomon ishchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88728
bother,dard|muammo|og'riq|tashvish|bezovtalik|qiyinchilik|asabiy holat|jahli chiqish,noun,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i67516|i75432
bother,o'ksitmoq|ranjitmoq|o'kintirmoq|xafa qilmoq|ovora qilmoq|alam qildirmoq|bezovta qilmoq|tashib bo'lmoq|tashib qo'ymoq|g'azablantirmoq,verb,A2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i30675|i34252
botheration,alam|dard|ranj|og'riq|achinish|o'kinish|tashvish|bezovtalik|jahli chiqish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i112715|i67516
bothersome,sovuq|xunuk|yomon|noxush|yuqadigan|ko'ngilsiz|ljyoqimsiz|alam qiladigan,adjective,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i472
bottle gourd,suvqovoq,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i101078
bottle up,to'xtatmoq|yo'q qilmoq|oldini olmoq|barhatn bermoq|to'xtatib lurmoq|lo'sqinlik qilmoq|qarshilik ko'rsatmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i33853
bottom,dum|joy|orqa|dumba|eshak|quyruq|karavot|dumg'aza|o'rindiq|yuk tashuvchi kema yoki samolyot,noun,A1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i51003|i66132|i85061
bottom,ichiga kirmoq|ichiga o'tmoq|kirib o'tib ketmoq,verb,A1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i25344
bottomless,tagsiz|juda chuqur,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i13537|i2582|i3846|i7725
bottommost,eng pastki,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i13520
bouffant,nafasi qisilishidan azoblanayotgan|nafas siqilish kasalligiga yo'liqqan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i7537
bough,xivich|shoxcha,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i105858
boulder clay,chodir|soyabon,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i116406
bouldered,qoyali|toshli|serqoya|sertosh|toshloq|qoyalardan iborat,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i12393
bouldery,qoyali|toshli|serqoya|sertosh|toshloq|qoyalardan iborat,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i12393
boulevard,xiyobon,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i50297
bounce,chek|bahor|chegara|sakrash,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i36037|i63385|i75319
bounce,qaytmoq|urilmoq|qoqilmoq|aks etmoq|sapchimoq|urib olmoq|qo'rqib ketmoq|qoqilib ketmoq|urilib qaytmoq|dahshalga tushmoq,verb,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i31165|i31166
bounciness,sakrash,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i63385
bouncing,dadil|jonli|tetik|tirik|chaqqon|g'ayratli|mardonavor|serharakat,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i4438
bouncing,sakrash,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i75319
bouncy,dadil|jonli|tetik|tirik|tarang|chaqqon|g'ayratli|qayishqoq|egiluvehan|mardonavor|serharakat,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i4438|i4628
bound,atalganlik|mo'ljallanganlik,adjective,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i1889|i9218
bound,dam|yuz|chek|bahor|chegara|ehegara|sakrash,noun,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i110004|i36037|i63916|i81782
bound,qaytmoq|aks etmoq|cheklamoq|sapchimoq|cheklanmoq|chegaralamoq|chek qo'ymoq|qo'rqib ketmoq|urilib qaytmoq|dahshalga tushmoq,verb,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i22888|i31165
bound off,o'tkazib yubormoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i31167
boundary,dam|yuz|chek|chegara|ehegara,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i110004|i63916|i81782
boundary line,chegarani aniqlash,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i81783
bounder,it|ogdsh|kuchuk|qiyshayish|ablah kishi|tarbiya ko'rmagan kishi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88771
boundless,cheksiz,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i5519
boundlessly,juda|nihoyatda,adverb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i19685
bounds,chek|chegara,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i81782
bounteous,kitob|ko'rkam|chiroyli|hur likrlovchi,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i6104
bountiful,kitob|ko'rkam|chiroyli|hur likrlovchi,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i6104
bountifulness,amplituda,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i63873
bounty,amplituda|qo'shimcha haq,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i106406|i63873
bouquet,guldasta|kichkina guldasta,noun,C1,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i51009|i63173
bourdon,erkak asalari,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i53192
bourgeois,eskilikni yoqlovchi|eskilikka yopishib olgan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i1461
bourgeoisie,burjuaziya,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i80136
bourgeon,otmoq|o' smoq|o'stirmoq|otib tashlamoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i23523
bourn,Parij fond birjasi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i68255|i81784
bourne,Parij fond birjasi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i68255|i81784
bout,doira|aylana|aysh-ishrat|aylanma yo'l,noun,C2,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i117420|i38065
bow,yoy|tana|burun|tumshuq|yuz tarafi|ta'zim qilish|tiz bukib ta'zim qilish|skripka asbobida o'ynash,noun,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i109963|i38270|i51013|i51014|i51015|i51016|i51017|i74655|i74917
bow,egmoq|bukmoq|egilmoq|bukilmoq|kechiktirmoq|qabul qilmoq|rozi bo'lmoq|keyinga qoldirmoq,verb,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i26011|i32058
bow-wow,chopar|e'lonchi|kuchukcha|kichkina it|baqiroq odam|itning vovullashi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i46361|i75464
bowdlerise,qisqartirmoq|kaltaroq qilmoq|kilobdagi kerak bo'lmagan joylarni o'chirmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i22728
bowdlerize,qisqartirmoq|kaltaroq qilmoq|kilobdagi kerak bo'lmagan joylarni o'chirmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i22728
bowed,gumbazsimon|oyog'i qiyshiq|gumbaz shaklidagi,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i12820|i5571
bowed stringed instrument,tor,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i51019
bowel,ichak|ichak-chovoq,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i66003
bowelless,yovuz|yirtqich,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i8278
bower,daraxt|ayvoncha,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i50122
bowfin,akula|nahang,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i49598
