english,uzbek,cefr,source_name,source_license,part_of_speech,source_ref
a,amper,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i108363
display,tomosha|eksponat|ko'rsatish|topshirish|taqdim etish|taqdim etilish|namoyish qilish,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i38128|i52984|i52985|i72651|i72694|i74566
display,uchramoq|duchor bo'lmoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i32454
displeasure,norozilik|qoniqmaslik,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i76379
disposal,f'el|xulq|berish|topshirish,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i35637|i41356|i52990|i64291
disposition,f'el|mayl|xulq|havas|mayil|niyat|berish|ko'ngil|intilish|topshirish|jo'shqinlik|serg'ayratlik,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i35637|i61374|i62954|i69096
dispute,bahs|farq|buzish|tafovut|muhokama|muzokara,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i41537|i74396
dispute,rad qilmoq|qarshilik ko'r-satmoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i25973
disqualify,mahrum etmoq|diskvalifikatsiya qilmoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i23231|i26455
disquieting,notinch|xavotirli,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i2709
disregard,befarq-lik|beparvolik,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i37605|i66899
disregard,mensi-maslik|qo'yib yubormoq|tarqatib yubormoq|e'tiborsiz qoldirmoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i24839|i25679|i26880
disrupt,bo'lmoq|bo'lib qo'ymoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i24318|i24515|i25579
dissatisfaction,norozilik|qoniqmaslik|qanoatlanmaganlik,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i76375
dissect,yormoq|lekshirmoq|yorib koYmoq|lahlil qilmoq,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i24953|i29482
dissemble,yashirmoq|niqoblamoq|sir luimog|cho'chil-moq|da'vo qilmoq|mug'ambirlik qilmoq|o 'zini biror ko'yga solmoq,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i25836|i30347|i32492
disseminate,yoymoq|ay lanmoq|bolalamoq|ko'paymoq|tarqatmoq|taqsimlamoq|joriy qilmoq|kengaytirmoq,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i26436
dissemination,shamollatish va quritish,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i69365
dissension,nizo|zidlik|ziddiyal|norozilik|kelishmovchilik|qarama-qarshilik,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i110414|i74393
dissident,raqib|qarshilik bildiradigan|e'ti-roz bildiradigan kishi,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i89542
dissolve,erimoq|erilmoq|erib ketmoq|qo'yib yubormoq|tarqatib yubormoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i23427|i23516|i23517|i23616|i23950|i23955|i23957|i23958|i30656|i30657|i31891
distance,fazo|masofa|oraliq|uzoqlik|uzunlik|bo'shliq|begonalik|uzoqlashib kelganlik,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i116947|i116948|i63715|i63941|i76192|i81944
distant,olis|uzoq|yiroq|uzoqlashgan|uzoqlash-tirilgan,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i2494|i2495|i2533
distill,soflamoq|tozalamoq|sof holga keltirmoq,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i22116|i22867|i22868|i23560|i24089
distillation,distillat|distillovchi|distillatsiya qiladigan,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i107512|i115022
distinction,farq|yozuv|ayirma|tafovut|tepalik|farqlash|balandlik|da-rajalash|tabaqalashtirish,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i112867|i62264|i67111
distinguish,ochmoq|ko'rmoq|tanimoq|ajratmoq|ilg'amoq|turlamoq|aniqlamoq|tan olmoq|belgilamoq|bilib olmoq|farq qilmoq|tasvirlamoq|belgi solmoq|etirof etmoq|kashf qilmoq|belgi qolymoq|belgi qo'y-moq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i24985|i24992|i24993|i26222|i32720
distinguished,ulug'vor|mubtasham,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i4161
distortion,azob|buzish|qiynoq|adashish|xato anglash|adashib qolish|buzib ko'rsatish|yo'lini yo'qotish|noto'g'ri talqin qilish,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i109798|i35795|i39385|i75779|i97598|i98093
distract,chelga lortmoq|biror tomonga burib qo'ymoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i30562|i30690
distraction,esi og'ganlik|fikri larqoqlik|e'tibori qoch-ganlik,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i36458|i38092|i66788|i66898
distressing,hazin|ma'yus|mungli|g'amgin|achingan|kulfatli|qayg'uli|qay-g'uli|g'am-g'ussali|o'ta achinarli,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i6176|i6506
distribute,yoymoq|bo'lmoq|ay lanmoq|bolalamoq|ko'paymoq|tarqatmoq|boshqarmoq|taqsimlamoq|joriy qilmoq|kengaytirmoq|ay lanib yurmoq|ishlami yuritmoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i26436|i28602|i29246|i31960|i32762|i33203|i34119|i35452|i35453|i35454
distribution,bo'lish|taqsimot|taqsimlash|taqsimlanish|bo'Lib berish,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i41082|i41232|i63731|i67012
distributor,avtomobil sotadigan agent,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i52996|i79570|i88159|i89547
district,maydon|hokimlik|saltanat|hokimiyat|hukmronlik|territoriya,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i81923
disturb,tegmoq|turtmoq|ag'darmoq|o'ksitmoq|ranjitmoq|ag'darilmoq|o'kintirmoq|xafa qilmoq|qo'l tegizmoq|alam qildirmoq|bezovta qilmoq|bo'lib qo'ymoq|tinchini buzmoq|tashviqot yurgizmoq,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i23015|i24316|i27659|i28827|i30590
disturbance,buzish|shovqin|to'polon|urishish|yemirilish|yoqalashish|parokandalik|tartibsizlik|bezovta qilish|tinchini buzish|nog'oraning do'pir-do'piri,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i110389|i110942|i112696|i37165|i41564|i75749|i75758
dither,asabiy holat|qanot qoqish,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i112698
dive,suvga sho'ng'ish,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i37130|i37728|i54875
diver,g'avvos|yaramas,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i46162|i89552
diverge,jo'namoq|o'zgartirmoq|jo'nab ketmoq,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i34973
divergence,farq|ayirma|og'ish|zidlik|ixtilof|jo'nash|tafovut|o'zgalik|ziddiyat|har xillik|jo'nab ketish|chetga chiqish|kelishmovchilik|to'g'ri kelmaslik,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i40661|i61986|i67687|i75403
divergent,tarqaladigan,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i11331|i3395
diverse,turli|har xil|boshqa-boshqa,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i11334
diversion,og'ish|chalg'itish|chetga chiqish|chetga burilish|kuchlarni qayta tiklash|yo'nalishini o'zgartirish|bir joydan ikJcinchi joyga natijasiz yurish,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i37252|i37650|i40506
diversity,farq|ayirma|tafovut|o'zgalik|har xillik|farq qilish|xilma-xillik,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i61916|i61994
divert,qaytarmoq|radqilmoq|ko'ngil ochmoq|qabul qilmaslik|vaqtichog'lik qilmoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i31489|i32070|i33292|i34183
divide,chegara|suv ayirg'ich,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i82553
divide,bo lmoq|bo'lmoq|ajratmoq|taqsimlamoq|parchalab tashlamoq,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i24946|i29513|i29517|i31896|i34058|i34782
divination,karomat|bashorat|bashorat qilish,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i67243|i71966|i72132
divine,diniy,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i6451
divine,ruhoniy|taqvodor|ruhoniylarga mansub kishi,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i89019
diving,suvga sho'ng'ish,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i37728
division,harb|qism|boiim|bo'lak|zidlik|bo'lish|ziddiyat|parchalash|qarama-qarshilik,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i37431|i37497|i39972|i67711|i74395|i80260|i80299|i80300|i80311|i80312|i80313|i80422
divorce,taloq|ajralish,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i41678
divorce,ayirmoq|bo lmoq|bo'lmoq|ajratmoq|taqsimlamoq|uzib qo'ymoq|parchalab tashlamoq|bo'lib-bo'lib yubormoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i33883
dizzy,ahmoq|tentak|aqli kam|gan-aish|aqli zaif|bosh aylanish|boshi aylanayotgan,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i11614|i14113
do,zarba|ko'chadagi urush-janjal,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i75851
do,kelmoq|qilmoq|yetmoq|bajarmoq|qo'llamoq|ijro etmoq|mashq qilmoq|tatbiq qilmoq|xizmat qilmoq|yetarli boMmoq|amalga oshirmoq|tartibga solmoq|amalga oshir-moq|rahbarlik qilmoq,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i21819|i21960|i29854|i29966|i30309|i30918|i34325|i34493|i34500|i34533|i34762|i35014|i35206
doc,doktor|shifokor|davolovchi,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i89560
docile,muloyim|yumshoq|itoatkor|gapga kiradigan|gapga quloq soladigan|o'zlashtirish mumkin bo'lgan,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i12897|i13224|i13590
dock,otquloq|qo'ziquloq|kemalarning turadigan joyi,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i103123|i53018
document,hujjat|guvohnoma|hujjatlar|qog'ozlar,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i107174|i53021|i70460|i70676
dog,it|tish|ogdsh|kuchuk|sosiska|lo'kidon|saqlagich|qiyshayish|ablah kishi|suzilma zanjir|tarbiya ko'rmagan kishi|issiq sosiskali buterbrod,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i46360|i50007|i57068|i77293|i88771|i89566|i90107
dole out,bo'lmoq|tarqatmoq|boshqarmoq|taqsimlamoq|ishlami yuritmoq,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i33203
doll,ayol|qush|xotin|yubka|parranda|qo'g' irchoq|kichkina qo'g'irchoq,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i53032|i89378
dollar,nan|erkak|dollar,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i107103|i107131|i108506|i72340
dolphin,delfin,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i46274|i49265
domestic,oilaviy|uyga oid,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i13225|i16625|i5678|i5686|i5689
domesticate,yemi haydamoq|qo'lga o'rgatib olmoq|boshqa davlat fuqaroligiga o'tmoq,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i23234|i23235|i23236
domesticity,oilaviy hayot,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i37551|i64342
dominant,hokjm|hukmron|ustuvor|keng tarqalgan|afzal keladigan|ustun keladigan|ko'p uchraydigan|ortiqlik qiladigan,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i4356|i4369|i5847
dominate,to'smoq|pana qilmoq|ustunlik qilmoq|hukmronlik qilmoq|ustuvorlik qilmoq|baland ko'tarilmoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i34397|i34889|i34902|i35136|i35394
domination,mahoral|ustalik|hukmronlik|ustuvorlik,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i112904|i41316
donate,tortiq qilmoq|armug'on etmoq|sovg'a qilib bermoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i33048
donation,hadya|in'om|sadaqa|sovg'a|tortiq|xayr-ehson,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i106392|i41118
done,qilingan|bajarilgan,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i3427|i5494
donkey,eshak,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i48163|i72659
doom,qismat|taqdir|qiyomat|qiyomal kuni,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i75235
doom,atamoq|topmoq|ayblamoq|aniqlamoq|belgilamoq|aniq qilmoq|hukm qilmoq|moljallamoq|hukm chiqarmoq|tanbeh ber-moq|belgilab qo'ymoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i25431|i26149
door,eshik|ostona|bo'sag'a|eshikcha|kiraverish|kirish yo'li,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i53050|i53051|i53052|i53063|i64200
doorkeeper,shveysar|darvozabon|darvoza qorovuli,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i89589|i93864
doorway,eshik|ostona|bo'sag'a|eshikcha|kiraverish|kirish yo'li,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i53063
dorm,zal|yotoqxona|umumiy yotoqxona,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i53068
dormitory,zal|yotoqxona|umumiy yotoqxona,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i53068|i53069
dose,doza|nuqta|o'lchovl|deraza oynasi,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i109279|i111196|i49809|i53070
dot,doza|nuqta|o'lchovl|deraza oynasi,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i110051|i49809|i72257
dot,sochilmoq|yoyilib ketmoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i28590
double,ikkita|ikki martn|ikki baravnr|ikki valentli|uch hissako'p|uch marta katta,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i12248|i12249|i12250|i12265|i4913|i7543|i8495
double,ikki marta,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i18648
double,soya|obraz|siymo|namuna|qiyofa|hay-kal|ko'rinish,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i89593
double,qaytarmoq|takrorlamoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i30411
doubly,ikki marta,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i18648
doubt,gumon|shubha|noaniqlik|ikkilanish|ishonmaslik|ishonchsizlik|qat'iyatsizlik|ishonchsizlik bilan qilinadigan harakal,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i62023|i66857
doubtful,dargumon|shubhali|sinashga oid|ishonib bo'lmaydigan|shubha tug'dira-digan|sinash uchun belgilangan,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i10514|i11667|i1877
dove,kaptar|kabutar,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i44839|i72660|i77075|i89598
down,ko'k|moviy|zolim|bo'lgan|g'amgin|rahmsiz|zangori|ranjigan,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i3912
down,qiya|to'da|g'aram|qiyalik|nishablik,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i37823|i45289|i64571|i85338
down,yemoq|tozalamoq|yeb qo'ymoq|aralashmalardan toza-lamoq,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i24084|i27605
downfall,jala|xaroba|vayrona|sharros yomg'ir,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i75146|i75745|i98000
downtown,shahar markazi,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i81854
dowry,ulush|bo'lak,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i106364
